"","exp_name","cell_name","Menthol.400uM","AITC.100uM","Capsaicin.300nM","K.40mM"
"X.40614","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4061",0,0,0,0
"X.40621","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4062",0,0,0,0
"X.40631","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4063",0,0,0,0
"X.40641","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4064",0,0,0,0
"X.40651","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4065",1,1,0,0
"X.40661","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4066",0,0,0,0
"X.40671","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4067",0,0,0,0
"X.40681","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4068",0,0,0,0
"X.40691","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4069",0,0,0,0
"X.40701","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4070",0,0,0,0
"X.40714","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4071",1,0,0,0
"X.40721","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4072",0,0,0,0
"X.40731","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4073",0,0,0,0
"X.40741","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4074",0,0,0,0
"X.40751","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4075",1,0,0,0
"X.40761","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4076",1,1,0,1
"X.40771","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4077",0,0,0,0
"X.40781","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4078",0,0,0,0
"X.40791","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4079",0,0,0,0
"X.40801","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4080",0,0,0,0
"X.40814","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4081",0,0,0,0
"X.40821","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4082",0,0,0,0
"X.40831","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4083",0,0,0,0
"X.40841","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4084",0,0,0,0
"X.40851","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4085",1,0,0,0
"X.40861","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4086",0,0,0,0
"X.40871","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4087",1,0,0,0
"X.40881","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4088",0,1,1,0
"X.40891","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4089",1,0,0,0
"X.40901","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4090",1,1,0,0
"X.40914","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4091",0,0,0,0
"X.40921","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4092",0,0,0,0
"X.40931","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4093",0,0,0,0
"X.40941","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4094",0,0,0,0
"X.40951","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4095",1,0,0,1
"X.40961","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4096",0,0,0,0
"X.40971","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4097",0,0,0,0
"X.40981","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4098",0,0,0,0
"X.40991","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4099",0,0,0,0
"X.41001","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4100",1,0,1,0
"X.41014","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4101",0,0,0,1
"X.41021","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4102",0,0,1,0
"X.41031","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4103",0,1,0,1
"X.41041","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4104",1,0,0,0
"X.41051","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4105",0,0,0,0
"X.41061","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4106",1,0,1,0
"X.41071","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4107",0,0,0,0
"X.41081","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4108",0,0,0,0
"X.41091","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4109",0,0,0,0
"X.41104","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4110",0,0,0,0
"X.41114","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4111",0,0,0,0
"X.41121","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4112",0,0,0,0
"X.41131","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4113",0,0,0,0
"X.41141","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4114",0,0,0,0
"X.41151","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4115",0,0,1,0
"X.41161","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4116",0,0,0,0
"X.41171","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4117",1,0,0,0
"X.41181","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4118",0,0,0,0
"X.41191","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4119",0,0,0,0
"X.41201","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4120",0,1,0,1
"X.41214","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4121",0,1,0,1
"X.41221","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4122",1,0,0,0
"X.41231","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4123",0,0,0,1
"X.41241","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4124",0,0,0,1
"X.41251","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4125",0,0,0,0
"X.41261","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4126",0,0,0,0
"X.41271","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4127",0,0,0,0
"X.41281","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4128",0,0,0,0
"X.41291","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4129",1,0,1,0
"X.41301","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4130",0,0,1,0
"X.41314","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4131",0,1,0,0
"X.41321","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4132",0,0,0,0
"X.41331","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4133",0,0,0,0
"X.41341","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4134",0,0,0,0
"X.41351","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4135",0,0,0,0
"X.41361","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4136",1,0,1,0
"X.41371","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4137",1,0,0,0
"X.41381","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4138",0,0,0,0
"X.41391","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4139",0,0,0,0
"X.41401","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4140",0,0,0,0
"X.41414","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4141",0,1,0,0
"X.41421","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4142",0,0,0,0
"X.41431","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4143",1,1,0,0
"X.41441","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4144",0,0,0,0
"X.41451","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4145",0,0,0,0
"X.41461","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4146",0,0,0,0
"X.41471","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4147",0,0,0,0
"X.41481","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4148",0,0,1,0
"X.41491","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4149",0,0,0,0
"X.41501","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4150",1,0,0,1
"X.41514","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4151",1,0,0,0
"X.41521","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4152",0,0,0,0
"X.41531","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4153",0,0,0,0
"X.41541","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4154",0,1,1,0
"X.41551","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4155",1,0,0,1
"X.41561","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4156",0,0,0,0
"X.41571","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4157",0,0,0,0
"X.41581","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4158",0,0,0,0
"X.41591","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4159",0,0,0,0
"X.41601","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4160",1,1,0,0
"X.41614","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4161",0,0,0,0
"X.41621","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4162",0,0,0,1
"X.41631","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4163",0,0,0,0
"X.41641","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4164",0,0,1,1
"X.41651","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4165",0,0,0,0
"X.41661","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4166",0,0,0,0
"X.41671","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4167",0,0,0,0
"X.41681","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4168",0,0,1,1
"X.41691","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4169",0,0,0,0
"X.41701","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4170",0,0,1,1
"X.41714","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4171",0,0,0,0
"X.41721","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4172",0,0,0,0
"X.41731","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4173",0,0,1,1
"X.41741","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4174",0,0,0,0
"X.41751","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4175",0,0,0,1
"X.41761","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4176",0,0,0,0
"X.41771","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4177",1,0,0,0
"X.41781","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4178",0,0,0,0
"X.41791","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4179",0,0,0,0
"X.41801","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4180",0,0,0,0
"X.41814","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4181",0,0,0,0
"X.41821","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4182",0,0,1,0
"X.41831","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4183",0,0,0,0
"X.41841","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4184",0,0,1,0
"X.41851","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4185",1,0,0,1
"X.41861","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4186",0,0,0,0
"X.41871","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4187",1,0,1,0
"X.41881","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4188",0,0,1,0
"X.41891","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4189",1,0,1,0
"X.41901","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4190",0,0,0,0
"X.41914","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4191",0,0,1,0
"X.41921","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4192",0,0,1,0
"X.41931","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4193",0,0,0,0
"X.41941","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4194",0,0,0,0
"X.41951","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4195",0,0,0,0
"X.41961","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4196",1,1,0,0
"X.41971","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4197",0,0,0,0
"X.41981","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4198",0,0,0,0
"X.41991","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4199",0,0,0,0
"X.42001","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4200",1,1,1,0
"X.42014","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4201",0,0,1,0
"X.42021","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4202",1,0,0,0
"X.42031","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4203",1,0,0,0
"X.42041","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4204",0,0,0,0
"X.42051","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4205",1,1,0,0
"X.42061","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4206",0,1,0,0
"X.42071","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4207",0,0,0,0
"X.42081","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4208",0,0,0,0
"X.42091","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4209",0,0,0,1
"X.42104","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4210",0,0,1,0
"X.42114","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4211",0,0,0,0
"X.42121","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4212",0,0,0,0
"X.42131","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4213",1,1,0,0
"X.42141","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4214",0,0,0,0
"X.42151","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4215",0,0,0,0
"X.42161","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4216",1,1,0,0
"X.42171","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4217",0,0,1,0
"X.42181","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4218",0,0,0,0
"X.42191","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4219",1,0,0,0
"X.42201","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4220",0,0,0,0
"X.42214","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4221",1,1,0,0
"X.42221","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4222",0,0,0,0
"X.42231","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4223",0,0,0,0
"X.42241","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4224",0,0,0,0
"X.42251","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4225",0,0,0,0
"X.42261","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4226",0,0,0,1
"X.42271","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4227",0,0,0,0
"X.42281","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4228",0,0,1,0
"X.42291","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4229",0,0,0,0
"X.42301","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4230",0,0,0,0
"X.42314","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4231",0,0,0,0
"X.42321","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4232",0,0,0,0
"X.42331","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4233",0,0,1,0
"X.42341","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4234",1,0,0,0
"X.42351","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4235",0,0,0,0
"X.42361","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4236",0,0,1,0
"X.42371","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4237",0,0,1,0
"X.42381","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4238",1,0,0,0
"X.42391","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4239",0,0,0,0
"X.42401","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4240",0,0,0,0
"X.42414","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4241",0,1,0,1
"X.42421","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4242",0,0,0,0
"X.42431","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4243",0,0,0,0
"X.42441","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4244",0,0,0,0
"X.42451","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4245",0,0,1,0
"X.42461","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4246",0,0,0,0
"X.42471","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4247",0,0,0,1
"X.42481","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4248",0,0,0,0
"X.42491","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4249",0,0,0,0
"X.42501","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4250",1,0,0,0
"X.42514","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4251",0,0,1,0
"X.42521","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4252",1,0,0,0
"X.42531","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4253",0,0,0,0
"X.42541","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4254",0,0,0,0
"X.42551","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4255",0,0,0,1
"X.42561","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4256",1,0,0,0
"X.42571","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4257",0,0,0,0
"X.42581","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4258",1,1,0,0
"X.42591","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4259",0,0,0,0
"X.42601","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4260",0,0,0,0
"X.42614","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4261",0,0,0,0
"X.42621","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4262",0,0,0,0
"X.42631","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4263",0,0,0,1
"X.42641","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4264",1,1,0,1
"X.42651","RD.190304.51.m.m3.p1.CCI.ips190304.51.m.m3.p1.CCI.ipsi.Rdata","X.4265",0,0,1,0
